The inference time is calculated on test images given in the challenge.
System Specifications- Tesla T4 (Google Colab)

image 1/1100 /content/Images/frame100_jpg.rf.89d01733e6b87ab74f289223eef1029c.jpg: 640x640 12 fishs, 7.6ms
image 1015/1100 /content/Images/frame778_jpg.rf.3c6890521bd92a2d05dce1c7b1aa02d4.jpg: 640x640 3 fishs, 15.2ms
image 1016/1100 /content/Images/frame779_jpg.rf.eaf1c565b27d46f885fcfe6adef1086a.jpg: 640x640 3 fishs, 6.1ms
image 1017/1100 /content/Images/frame77_jpg.rf.43a9606f3877daf24d21062cd00985ed.jpg: 640x640 14 fishs, 12.4ms
image 1018/1100 /content/Images/frame77_jpg.rf.591b84ea4710af2f731cd513c32facf0.jpg: 640x640 4 fishs, 10.4ms
image 1019/1100 /content/Images/frame77_jpg.rf.a5c8cc4858b53b29ae814f99e0bc27f7.jpg: 640x640 5 fishs, 6.1ms
image 1020/1100 /content/Images/frame780_jpg.rf.adffef48b6e3dd55843a3c181c675346.jpg: 640x640 2 fishs, 6.1ms
image 1021/1100 /content/Images/frame781_jpg.rf.90d10f935e343cc42c863e17e6c87654.jpg: 640x640 3 fishs, 6.1ms
image 1022/1100 /content/Images/frame782_jpg.rf.9c3b7297f5e2bee281ec00e0b1c0ce1a.jpg: 640x640 3 fishs, 6.1ms
image 1023/1100 /content/Images/frame783_jpg.rf.3a1fdba310a4df0641e87b7e64bca42b.jpg: 640x640 3 fishs, 6.2ms
image 1024/1100 /content/Images/frame784_jpg.rf.8c2cd9a87ca1580e59aa89ed9f024892.jpg: 640x640 3 fishs, 6.1ms
image 1025/1100 /content/Images/frame785_jpg.rf.6399e8c5879e2f273e6001e51667104e.jpg: 640x640 3 fishs, 6.1ms
image 1026/1100 /content/Images/frame786_jpg.rf.790dad04ab5d96daceea32a353a630c7.jpg: 640x640 3 fishs, 6.1ms
image 1027/1100 /content/Images/frame787_jpg.rf.fd22c23554c1e757bf712dc6f07b3fcc.jpg: 640x640 3 fishs, 6.1ms
image 1028/1100 /content/Images/frame788_jpg.rf.f7437b703719cb7a62434132c8d67484.jpg: 640x640 4 fishs, 6.1ms
image 1029/1100 /content/Images/frame789_jpg.rf.c125dc2542d24ce27a63c993115d0d9a.jpg: 640x640 3 fishs, 6.1ms
image 1030/1100 /content/Images/frame78_jpg.rf.1b9647dc422ea2fd8db33395a0bbba78.jpg: 640x640 3 fishs, 6.1ms
image 1031/1100 /content/Images/frame78_jpg.rf.e42144c52a16ae603bcdc51b0f55813e.jpg: 640x640 17 fishs, 6.3ms
image 1032/1100 /content/Images/frame78_jpg.rf.e658086de28f08af9542f8b915501b0a.jpg: 640x640 7 fishs, 6.1ms
image 1033/1100 /content/Images/frame790_jpg.rf.c58d703bf7f503cd40244d4625d69786.jpg: 640x640 4 fishs, 6.1ms
image 1034/1100 /content/Images/frame791_jpg.rf.bcdf8a2571799a5587991d3c62987664.jpg: 640x640 4 fishs, 6.1ms
image 1035/1100 /content/Images/frame792_jpg.rf.1c9257066c074af902a2e636911cc45b.jpg: 640x640 3 fishs, 6.1ms
image 1036/1100 /content/Images/frame793_jpg.rf.757365c18e3eb367d6e3dcee3ec22ded.jpg: 640x640 3 fishs, 6.1ms
image 1037/1100 /content/Images/frame794_jpg.rf.28ab2a31c3e117ce86e69661de127f63.jpg: 640x640 4 fishs, 6.1ms
image 1038/1100 /content/Images/frame795_jpg.rf.1afc41e8b85be7d60bffad7928c1ee8c.jpg: 640x640 4 fishs, 6.1ms
image 1039/1100 /content/Images/frame796_jpg.rf.5bf248bd50707f5eca68e7dc1b3a8cf0.jpg: 640x640 4 fishs, 9.6ms
image 1040/1100 /content/Images/frame797_jpg.rf.eb2675a5105a80ce8d46e593829a4645.jpg: 640x640 2 fishs, 12.0ms
image 1041/1100 /content/Images/frame798_jpg.rf.047e3d49f64f3e25c9ce17dee77739ec.jpg: 640x640 2 fishs, 7.1ms
image 1042/1100 /content/Images/frame799_jpg.rf.31e9dc70a8c6f350dc09db14c2d40ec7.jpg: 640x640 2 fishs, 9.7ms
image 1043/1100 /content/Images/frame79_jpg.rf.34b837069ee2b4524b3116b896603e3f.jpg: 640x640 18 fishs, 6.2ms
image 1044/1100 /content/Images/frame79_jpg.rf.dcf3601ffdb83320285fc1a47c0ff999.jpg: 640x640 7 fishs, 13.2ms
image 1045/1100 /content/Images/frame7_jpg.rf.b78278fca140349f121735c4ab4e61af.jpg: 640x640 3 fishs, 6.1ms
image 1046/1100 /content/Images/frame800_jpg.rf.072db2c878087b6c45eea9a33bf33300.jpg: 640x640 2 fishs, 6.1ms
image 1047/1100 /content/Images/frame801_jpg.rf.9a8a3011e22a9631db25aae8404502db.jpg: 640x640 2 fishs, 6.1ms
image 1048/1100 /content/Images/frame80_jpg.rf.0ffc3fbd2b3ea03a1074e03454db1e62.jpg: 640x640 16 fishs, 6.1ms
image 1049/1100 /content/Images/frame80_jpg.rf.dda8aa2fb0b2266f71cb6832103dbf01.jpg: 640x640 7 fishs, 6.1ms
image 1050/1100 /content/Images/frame81_jpg.rf.ac9a5d277aaa8e1d621e67b963c4df80.jpg: 640x640 7 fishs, 6.1ms
image 1051/1100 /content/Images/frame81_jpg.rf.ff47b59faa50ed0cb68fad11ee3d84e6.jpg: 640x640 18 fishs, 6.1ms
image 1052/1100 /content/Images/frame82_jpg.rf.5c577f097fff45c8c6b16e83f17ad145.jpg: 640x640 18 fishs, 6.1ms
image 1053/1100 /content/Images/frame82_jpg.rf.773f98fbf9cc7e8aaa00c9675be3e718.jpg: 640x640 8 fishs, 6.1ms
image 1054/1100 /content/Images/frame83_jpg.rf.7f0cf5f05b966a446fdef24e2fb78102.jpg: 640x640 17 fishs, 6.1ms
image 1055/1100 /content/Images/frame83_jpg.rf.e94847b229c7a2ee779745da871d4621.jpg: 640x640 8 fishs, 6.1ms
image 1056/1100 /content/Images/frame84_jpg.rf.09bd01a96efd40e0e00411327a8493df.jpg: 640x640 18 fishs, 6.1ms
image 1057/1100 /content/Images/frame84_jpg.rf.74fee1f766609f5404c69be5832c2201.jpg: 640x640 10 fishs, 6.1ms
image 1058/1100 /content/Images/frame84_jpg.rf.8fb04170197f13189ae610bc9928e801.jpg: 640x640 3 fishs, 6.1ms
image 1059/1100 /content/Images/frame85_jpg.rf.5c2998a62b26eca8b25fbfcd77b9098d.jpg: 640x640 9 fishs, 6.1ms
image 1060/1100 /content/Images/frame85_jpg.rf.95d2210df0b7319da0808f422374d470.jpg: 640x640 17 fishs, 6.1ms
image 1061/1100 /content/Images/frame86_jpg.rf.94f2de9494d9adbeca39fb998b126e49.jpg: 640x640 8 fishs, 6.1ms
image 1062/1100 /content/Images/frame86_jpg.rf.a13c3b41626b49b1b0671ffee1d33e42.jpg: 640x640 19 fishs, 6.1ms
image 1063/1100 /content/Images/frame87_jpg.rf.5ab7de214149bb827168098868c648cd.jpg: 640x640 6 fishs, 6.1ms
image 1064/1100 /content/Images/frame87_jpg.rf.a5c35281c73b291db8adb06204881ea9.jpg: 640x640 18 fishs, 6.1ms
image 1065/1100 /content/Images/frame88_jpg.rf.0d6c5602493cc72931df7883afbaacdc.jpg: 640x640 21 fishs, 6.1ms
image 1066/1100 /content/Images/frame88_jpg.rf.e36ea46cd87965f2f62021201af7ad92.jpg: 640x640 7 fishs, 6.1ms
image 1067/1100 /content/Images/frame89_jpg.rf.20ee1ee589c3334399440eee119d4d18.jpg: 640x640 19 fishs, 6.1ms
image 1068/1100 /content/Images/frame89_jpg.rf.b2452ba67e31fbcd64ed887d5a74a166.jpg: 640x640 5 fishs, 6.1ms
image 1069/1100 /content/Images/frame8_jpg.rf.29eb8bb886b4ec144695549bd81b467b.jpg: 640x640 3 fishs, 6.1ms
image 1070/1100 /content/Images/frame90_jpg.rf.0c6b1027e72530125cc67865aad0ee77.jpg: 640x640 5 fishs, 6.1ms
image 1071/1100 /content/Images/frame90_jpg.rf.a5fd8e950f73b6e7fad45205dc4d4cac.jpg: 640x640 19 fishs, 6.1ms
image 1072/1100 /content/Images/frame91_jpg.rf.81f659671359d0fdb16e0025f64ad476.jpg: 640x640 20 fishs, 6.1ms
image 1073/1100 /content/Images/frame91_jpg.rf.fab8ecaa2e2c6959fe65c2d6bd9ec987.jpg: 640x640 5 fishs, 6.1ms
image 1074/1100 /content/Images/frame92_jpg.rf.755a1322c9b00fd78c6095eb59a609b5.jpg: 640x640 17 fishs, 6.1ms
image 1075/1100 /content/Images/frame92_jpg.rf.f9cea8d9e0269509ccfedf75437e6633.jpg: 640x640 6 fishs, 6.1ms
image 1076/1100 /content/Images/frame93_jpg.rf.0884e021d807b63d52321b966c64d113.jpg: 640x640 6 fishs, 6.1ms
image 1077/1100 /content/Images/frame93_jpg.rf.3827d0b16f25321be1abca68c0458ef7.jpg: 640x640 20 fishs, 6.5ms
image 1078/1100 /content/Images/frame94_jpg.rf.7cdfe32a95bdb3687448f516ad4ec3f5.jpg: 640x640 6 fishs, 6.1ms
image 1079/1100 /content/Images/frame94_jpg.rf.952bc202180663e0a5f0c6968cb2831b.jpg: 640x640 18 fishs, 6.1ms
image 1080/1100 /content/Images/frame94_jpg.rf.d1f1e2d80c6511120eddfeb7c3d31c5f.jpg: 640x640 1 fish, 6.1ms
image 1081/1100 /content/Images/frame95_jpg.rf.12256784dd4343119941edfcb558b922.jpg: 640x640 6 fishs, 6.1ms
image 1082/1100 /content/Images/frame95_jpg.rf.8514a877886f5075a01a7a712601c797.jpg: 640x640 19 fishs, 6.1ms
image 1083/1100 /content/Images/frame95_jpg.rf.a09e67f01cde6ae4689b4e2a64d011c9.jpg: 640x640 4 fishs, 6.1ms
image 1084/1100 /content/Images/frame96_jpg.rf.0a91a0cf9297df476cde7df1b4d81152.jpg: 640x640 6 fishs, 6.1ms
image 1085/1100 /content/Images/frame96_jpg.rf.9dde12006cb64537836049e5e68a11ac.jpg: 640x640 18 fishs, 6.1ms
image 1086/1100 /content/Images/frame96_jpg.rf.b8c67b84591151d14a556f6e93f1413d.jpg: 640x640 2 fishs, 6.1ms
image 1087/1100 /content/Images/frame97_jpg.rf.1594d2f9f9847d8e84d57fb3b965b806.jpg: 640x640 8 fishs, 6.1ms
image 1088/1100 /content/Images/frame97_jpg.rf.1a2b463fbae1fc5ab81bde7593155c09.jpg: 640x640 16 fishs, 6.1ms
image 1089/1100 /content/Images/frame97_jpg.rf.2ae18ab0bd2829d7926e212045811a2f.jpg: 640x640 3 fishs, 6.1ms
image 1090/1100 /content/Images/frame98_jpg.rf.0c896c15b96507bf081f379a3e9b91d2.jpg: 640x640 2 fishs, 6.1ms
image 1091/1100 /content/Images/frame98_jpg.rf.9968cd8933148c3b7bc930f58dae3d0e.jpg: 640x640 7 fishs, 6.1ms
image 1092/1100 /content/Images/frame98_jpg.rf.e37174720b610aceca3ce9625046ba07.jpg: 640x640 17 fishs, 6.1ms
image 1093/1100 /content/Images/frame99_jpg.rf.5779fea1c80bb1f6cdc8e238eadcbf06.jpg: 640x640 13 fishs, 6.1ms
image 1094/1100 /content/Images/frame99_jpg.rf.6362c5098d8dab416a813126d4c80831.jpg: 640x640 7 fishs, 6.1ms
image 1095/1100 /content/Images/frame9_jpg.rf.6152c0acbe01606e33f4afc7ddc6bc15.jpg: 640x640 3 fishs, 6.1ms
image 1096/1100 /content/Images/frame9_jpg.rf.f00bed3cae46806e7703f56b3b3dc016.jpg: 640x640 3 fishs, 6.1ms
image 1097/1100 /content/Images/himalayan_test_2_a_final_mp4-0_jpg.rf.4000c85e733ff0df6664797a7c574380.jpg: 640x640 3 fishs, 6.0ms
image 1098/1100 /content/Images/himalayan_test_2_a_final_mp4-1_jpg.rf.a1b35f050c5c2c2ffe4f0447dc105ec6.jpg: 640x640 (no detections), 6.1ms
image 1099/1100 /content/Images/himalayan_test_2_a_final_mp4-8_jpg.rf.137817ca016d746f3df4fa43a0d00cdf.jpg: 640x640 2 fishs, 6.0ms
image 1100/1100 /content/Images/himalayan_test_2_a_final_mp4-9_jpg.rf.bb50efde1314cd4a8119327e422412f4.jpg: 640x640 1 fish, 6.1ms
Speed: 2.0ms preprocess, 6.2ms inference, 1.6ms postprocess per image at shape (1, 3, 640, 640)
Results saved to runs/detect/predict2
1098 labels saved to runs/detect/predict2/labels
The total inference time: 34.17226004600525s
